,Name,Year,Global_Sales
2912,Ecco: The Tides of Time,1993.0,0.07
2913,Echo Night,1998.0,0.12
2914,Echo Night Beyond,2004.0,0.04
2915,Eco Creatures: Save The Forest,2007.0,0.03
2916,"Ed, Edd n Eddy: Jawbreakers!",2002.0,0.32
2917,"Ed, Edd n Eddy: The Mis-Edventures",2005.0,0.7999999999999999
2918,Edna & Harvey: Harvey's New Eyes,2011.0,0.09
2919,Egg Mania: Eggstreme Madness,2002.0,0.05
2920,Ehrgeiz,1998.0,0.3
2921,Eigo de Tabisuru: Little Charo,2011.0,0.06
2922,Eikan wa Kimini 2002: Koshien no Kodou,2002.0,0.06
2923,Eiken DS,2007.0,0.07
2924,Einhänder,1997.0,0.31
2925,Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,2007.0,0.01
2926,El Shaddai: Ascension of the Metatron,2011.0,0.44999999999999996
2927,El Tigre: The Adventures of Manny Rivera,2007.0,0.09
2928,Elebits,2006.0,0.33
2929,Elebits: The Adventures of Kai and Zero,2008.0,0.08
2930,Electroplankton,2005.0,0.03
2931,"Element Girl: Love, Fashion and Friends",2008.0,0.01
2932,Element Hunter,2009.0,0.01
2933,Elemental Gearbolt,1997.0,0.06
2934,Elements of Destruction,2007.0,0.07
2935,Elf Bowling 1 & 2,2005.0,0.05
2936,Elf: The Movie,2004.0,0.15
2937,Elite Beat Agents,2006.0,0.38
2938,Elite Forces: Unit 77,2009.0,0.06
2939,Elkrone no Atelier: Dear for Otomate,2012.0,0.02
2940,Elminage Gothic: Ulm Zakir to Yami no Gishiki,2012.0,0.02
2941,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,2010.0,0.02
2942,Elminage II: Sousei no Megami to Unmei no Daichi,2009.0,0.02
2943,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,2011.0,0.02
2944,Elminage Original: Majo to Megami to Kamigami no Yubiwa,2011.0,0.02
2945,Elvandia Story,2007.0,0.02
2946,Elven Legacy,2009.0,0.02
2947,Elven Legacy Collection,2010.0,0.02
2948,Emblem of Gundam,2008.0,0.06
2949,Emergency 2012,2010.0,0.09000000000000001
2950,Emergency Heroes,2008.0,0.48
2951,Emergency Mayhem,2008.0,0.02
2952,Emergency Room: Real Life Rescues,2009.0,0.04
2953,Emergency! Disaster Rescue Squad,2009.0,0.03
2954,Emily Archer and the Curse of Tutankhamun,2011.0,0.03
2955,Emily the Strange: Strangerous,2011.0,0.08
2956,Emma at the Farm,2008.0,0.03
2957,Empire Deluxe,1992.0,0.01
2958,Empire Earth,2001.0,0.05
2959,Empire Earth II,2005.0,0.03
2960,Empire Earth III,2007.0,0.04
2961,Empire: Total War,2009.0,1.09
2962,Enchanted Arms,2006.0,0.19
2963,Enchanted Arms,2007.0,0.2
2964,Enchanted Arms (JP sales),2006.0,0.02
2965,Enchanted Arms (JP sales),2007.0,0.04
2966,Enclave,2002.0,0.14
2967,End of Nations,2012.0,0.01
2968,Endgame,2002.0,0.08
2969,Endless Ocean,2007.0,1.09
2970,Endless Ocean: Blue World,2009.0,0.88
2971,Enduro,1982.0,0.87
2972,Enemy Front,2014.0,0.12000000000000001
2973,Enemy Territory: Quake Wars,2007.0,0.02
2974,Enemy Territory: Quake Wars,2008.0,0.8
2975,Ener-G Horse Riders,2008.0,0.16
2976,Ener-G: Dance Squad,2008.0,0.16
2977,Ener-G: Gym Rockets,2008.0,0.39
2978,English Training: Have Fun Improving Your Skills!,2006.0,3.33
2979,Enkaku Sousa: Sana e no 23 Hiai,2009.0,0.02
2980,Ennichi no Tatsujin,2006.0,0.1
2981,Enslaved: Odyssey to the West,2010.0,1.12
2982,Entaku no Seito: Students of Round,2011.0,0.01
2983,Entaku no Seito: The Eternal Legend,2012.0,0.02
2984,Enter the Matrix,2003.0,4.83
2985,Enthusia Professional Racing,2005.0,0.15
2986,Ephemeral Fantasia,2000.0,0.08
2987,Epic Mickey,2010.0,3.04
2988,Epic Mickey 2: The Power of Two,2012.0,2.3100000000000005
2989,Epic Mickey: Power of Illusion,2012.0,0.49
2990,Epidemic,1995.0,0.14
2991,Eragon,2006.0,0.41000000000000003
2992,Escape Dead Island,2014.0,0.16999999999999998
2993,Escape From Monkey Island,2001.0,0.1
2994,Escape The Museum,2009.0,0.12
2995,Escape The Museum,2010.0,0.19
2996,Escape from Bug Island,2006.0,0.06
2997,Escape the Emerald Star,2011.0,0.02
2998,Espgaluda II Black Label,2010.0,0.04
2999,Eternal Darkness: Sanity's Requiem,2002.0,0.44
3000,Eternal Eyes,1999.0,0.14
3001,Eternal Poison,2008.0,0.14
3002,Eternal Poison (JP sales),2008.0,0.13
3003,Eternal Ring,2000.0,0.3
3004,Eternal Sonata,2007.0,0.33
3005,Eternal Sonata,2008.0,0.45
3006,Etrian Mystery Dungeon,2015.0,0.23
3007,Etrian Odyssey,2007.0,0.34
3008,Etrian Odyssey 2 Untold: Knight of Fafnir,2014.0,0.09
3009,Etrian Odyssey II: Heroes of Lagaard,2008.0,0.27
3010,Etrian Odyssey II: Heroes of Lagaard,2014.0,0.1
3011,Etrian Odyssey III: The Drowned City,2010.0,0.33
3012,Etrian Odyssey IV: Legends of the Titans,2012.0,0.38
3013,Etrian Odyssey Untold: The Millennium Girl,2013.0,0.26
3014,Etrian Odyssey V,2016.0,0.12
3015,Eureka Seven AO: Jungfrau no Hanabanatachi,2012.0,0.03
3016,Eureka Seven Vol. 2: The New Vision,2006.0,0.02
3017,Euro Truck Simulator,2008.0,0.51
3018,Euro Truck Simulator 2,2012.0,0.13
3019,Europa Universalis III Complete,2008.0,0.02
3020,Evangelion: Jo,2009.0,0.09
3021,Eve: The Lost One,1998.0,0.16
3022,Even in a Game Listen to Me Girls. I Am Your Father!,2012.0,0.03
3023,EverBlue 2,2002.0,0.03
3024,EverGrace,2000.0,0.35
3025,EverQuest II: Destiny of Velious,2011.0,0.06
3026,EverQuest Online Adventures,2003.0,0.43
3027,EverQuest Online Adventures: Frontiers,2003.0,0.19
3028,Every Extend Extra,2006.0,0.11
3029,Everybody Dance,2011.0,0.12
3030,Evil Dead: Fistfull of Boomstick,2003.0,0.48
3031,Evil Dead: Hail to the King,2000.0,0.27
3032,Evil Dead: Regeneration,2005.0,0.29
3033,Evil Genius,2004.0,0.02
3034,Evil Zone,1998.0,0.25
3035,Evolution Skateboarding,2002.0,0.3
3036,Evolution Snowboarding,2002.0,0.02
3037,Evolution Worlds,2002.0,0.08
3038,Evolve,2015.0,1.7499999999999998
3039,Excite Truck,2006.0,0.54
3040,ExciteBots: Trick Racing,2009.0,0.28
3041,Excitebike,1984.0,4.16
3042,Excitebike 64,2000.0,1.0
3043,ExerBeat,2010.0,0.31
3044,Exhibition,2001.0,0.25
3045,Exhibition Volume 02,2003.0,0.17
3046,Exhibition Volume 03,2003.0,0.1
3047,Exhibition Volume 4,2003.0,0.07
3048,Exhibition Volume 5,2004.0,0.06
3049,Exhibition Volume 6,2004.0,0.02
3050,Exist Archive: The Other Side of the Sky,2015.0,0.07
3051,Exit,2005.0,0.08
3052,Exit DS,2008.0,0.1
3053,Expendable,1999.0,0.05
3054,Exstetra,2013.0,0.04
3055,Extermination,2001.0,0.55
3056,Extra Bases,1990.0,0.33
3057,Extreme Pinball,1995.0,0.32
3058,Extreme-G,1997.0,0.59
3059,Extreme-G: XG2,1998.0,0.39
3060,EyeCreate,2007.0,0.1
3061,EyePet,2009.0,0.99
3062,EyePet,2010.0,0.27
3063,EyePet & Friends,2011.0,0.19
3064,EyeToy Play,2003.0,4.2
3065,EyeToy Play 2,2004.0,0.38
3066,EyeToy: AntiGrav,2004.0,0.43
3067,EyeToy: Groove,2003.0,0.18
3068,EyeToy: Kinetic,2005.0,0.17
3069,EyeToy: Operation Spy,2005.0,0.1
3070,Eyeshield 21: DevilBats DevilDays,2006.0,0.03
3071,Eyeshield 21: Field Saikyou no Senshi Tachi,2007.0,0.03
3072,Eyeshield 21: Max Devil Power,2006.0,0.12
3073,Eyeshield 21: Portable Edition,2006.0,0.02
3074,E·O·E: Eve of Extinction,2002.0,0.1
3075,F-1 Grand Prix,1992.0,0.28
3076,F-1 Race,1990.0,3.41
3077,F-1 World Grand Prix,1998.0,1.6
3078,F-14 Tomcat,2001.0,0.7
3079,F-Zero,1990.0,2.85
3080,F-Zero GX,2003.0,0.65
3081,F-Zero X,1998.0,1.1
3082,F-Zero: GP Legend,2003.0,0.16
3083,F-Zero: Maximum Velocity,2001.0,1.04
3084,F.E.A.R.,2006.0,0.34
3085,F.E.A.R.,2007.0,0.55
3086,F.E.A.R. 2: Project Origin,2009.0,1.09
3087,F.E.A.R. 3,2011.0,1.06
3088,F.E.A.R. Files,2007.0,0.09
3089,F.E.A.R. Perseus Mandate,2007.0,0.01
3090,F/A-18F Super Hornet,2004.0,0.28
3091,F1 2000,2000.0,0.25
3092,F1 2001,2001.0,0.21
3093,F1 2002,2002.0,0.16999999999999998
3094,F1 2009,2009.0,1.42
3095,F1 2010,2010.0,2.3000000000000003
3096,F1 2011,2011.0,2.45
3097,F1 2012,2012.0,1.72
3098,F1 2013,2013.0,0.96
3099,F1 2014,2014.0,0.85
3100,F1 2015,2015.0,0.9500000000000001
3101,F1 2016 (Codemasters),2016.0,0.38
3102,F1 Career Challenge,2003.0,0.1
3103,F1 Challenge,1994.0,0.18
3104,F1 Championship Season 2000,2000.0,0.16
3105,F1 Pole Position 64,1997.0,0.25
3106,F1 ROC: Race of Champions,1992.0,0.28
3107,F1 Race,1984.0,1.52
3108,F1 Race Stars,2012.0,0.6599999999999999
3109,F1 Racing Championship,2000.0,0.11
3110,FIFA 06 Soccer,2005.0,0.14
3111,FIFA 06: Road to FIFA World Cup,2005.0,0.15
3112,FIFA 12,2011.0,13.150000000000002
3113,FIFA 14,2013.0,17.14
3114,FIFA 15,2014.0,19.02
3115,FIFA 16,2015.0,16.44
3116,FIFA 17,2016.0,6.909999999999999
3117,FIFA 2000,1998.0,1.87
3118,FIFA 2001 Major League Soccer,2000.0,0.32
3119,FIFA 2001: Major League Soccer,2000.0,0.09
3120,FIFA 99,1998.0,0.54
3121,FIFA Manager 12,2011.0,0.05
3122,FIFA Soccer,2005.0,0.12
3123,FIFA Soccer,2012.0,0.62
3124,FIFA Soccer 06,2005.0,5.13
3125,FIFA Soccer 07,2006.0,6.38
3126,FIFA Soccer 08,2007.0,9.489999999999998
3127,FIFA Soccer 09,2008.0,8.669999999999998
3128,FIFA Soccer 09 All-Play,2008.0,0.9
3129,FIFA Soccer 10,2009.0,10.74
3130,FIFA Soccer 11,2010.0,12.56
3131,FIFA Soccer 13,2012.0,16.16
3132,FIFA Soccer 2002,2001.0,0.9600000000000001
3133,FIFA Soccer 2003,2002.0,4.16
3134,FIFA Soccer 2003 (weekly jp sales),2002.0,0.04
3135,FIFA Soccer 2004,2003.0,0.9100000000000001
3136,FIFA Soccer 2005,2004.0,4.89
3137,FIFA Soccer 64,1997.0,0.49
3138,FIFA Soccer 96,1995.0,0.16
3139,FIFA Soccer 97,1996.0,0.16
3140,FIFA Soccer World Championship,2000.0,0.83
3141,FIFA Street,2005.0,0.47000000000000003
3142,FIFA Street,2012.0,2.21
3143,FIFA Street 2,2006.0,0.75
3144,FIFA Street 3,2008.0,0.72
3145,FIFA World Cup Germany 2006,2006.0,1.57
3146,FIFA World Cup: Germany 2006,2006.0,0.03
3147,FIFA: Road to  World Cup 98,1997.0,0.58
3148,FIFA: Road to World Cup 98,1997.0,0.73
3149,Fab 5 Soccer,2008.0,0.01
3150,FabStyle,2011.0,0.11
3151,Fable,2004.0,2.66
3152,Fable,2014.0,0.48
3153,Fable II,2008.0,4.31
3154,Fable III,2010.0,5.13
3155,Fable III,2011.0,0.32
3156,Fable: The Journey,2012.0,0.29
3157,Fable: The Lost Chapters,2005.0,0.07
3158,Fabulous Finds,2009.0,0.11
3159,Face Training,2007.0,0.19
3160,FaceBreaker,2008.0,0.36
3161,FaceBreaker K.O. Party,2008.0,0.22
3162,Fade to Black,1996.0,0.34
3163,Fading Shadows,2008.0,0.04
3164,FairlyLife: MiracleDays,2010.0,0.01
3165,Fairy Fencer F,2013.0,0.2
3166,Fairy Fencer F: Advent Dark Force,2015.0,0.07
3167,Fairy Tail: Portable Guild,2010.0,0.11
3168,Fairy Tail: Portable Guild 2,2011.0,0.08
3169,Fairy Tail: Zelef Kakusei,2012.0,0.07
3170,Fairytale Fights,2009.0,0.34
3171,Falcon 4.0: Allied Force,2005.0,0.02
3172,Fallout 3,2008.0,9.959999999999999
3173,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,2009.0,0.24
3174,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,2009.0,0.1
3175,Fallout 4,2015.0,12.280000000000001
3176,Fallout Anthology,2015.0,0.01
3177,Fallout Trilogy,2004.0,0.02
3178,Fallout: Brotherhood of Steel,2004.0,0.12000000000000001
3179,Fallout: New Vegas,2010.0,8.41
3180,Famicom Jump: Eiyuu Retsuden,1989.0,1.1
3181,Famicom Mini: Adventure Island,2004.0,0.08
3182,Famicom Mini: Balloon Fight,2004.0,0.06
3183,Famicom Mini: Clu Clu Land,2004.0,0.04
3184,Famicom Mini: Dig Dug,2004.0,0.05
3185,Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,2004.0,0.08
3186,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,2004.0,0.11
3187,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,2004.0,0.1
3188,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,2004.0,0.21
3189,Famicom Mini: Hikari Shinwa: Palutena no Kagami,2004.0,0.07
3190,Famicom Mini: Makaimura,2004.0,0.09
3191,Famicom Mini: Mappy,2004.0,0.1
3192,Famicom Mini: Mario Bros.,2004.0,0.08
3193,Famicom Mini: Nazo no Murasame-Jou,2004.0,0.07
3194,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,2004.0,0.08
3195,Famicom Mini: Star Soldier,2004.0,0.08
3196,Famicom Mini: Super Mario Bros. 2,2004.0,0.42
3197,Famicom Mini: TwinBee,2004.0,0.12
3198,Famicom Mini: Wrecking Crew,2004.0,0.07
3199,Famicom Remix Best Choice,2015.0,0.04
3200,Family Fest Presents Circus Games,2008.0,0.44
3201,Family Fest presents: Movie Games,2008.0,0.23
3202,Family Feud Decades,2010.0,0.17
3203,Family Feud: 2010 Edition,2009.0,0.91
3204,Family Feud: 2012 Edition,2011.0,0.30000000000000004
3205,Family Fortunes,2009.0,0.18
3206,Family Fun Football,2009.0,0.11
3207,Family Game Night 4: The Game Show,2011.0,0.38
3208,Family GameShow,2009.0,0.09
3209,Family Guy,2006.0,0.2
3210,Family Guy: Back to the Multiverse,2012.0,0.54
3211,Family Jockey,2008.0,0.01
3212,Family Party: 30 Great Games,2008.0,0.1
3213,Family Party: 30 Great Games Outdoor Fun,2009.0,0.16
3214,Family Party: 30 Great Games Winter Fun,2010.0,0.23
3215,Family Party: 90 Great Games Party Pack,2010.0,0.33
3216,Family Party: Fitness Fun,2010.0,0.15
3217,Family Trainer: Treasure Adventure,2010.0,0.07
3218,Famista '91,1990.0,0.3
3219,Famista '92,1991.0,0.28
3220,Famista Returns,2015.0,0.14
3221,Fancy Nancy: Tea Party Time!,2010.0,0.18
3222,Fantasia: Music Evolved,2014.0,0.22
3223,Fantastic 4,2005.0,1.01
3224,Fantastic 4: Flame On,2005.0,0.28
3225,Fantastic Four,1997.0,0.07
3226,Fantastic Four: Rise of the Silver Surfer,2007.0,0.7600000000000001
3227,Fantastic Pets,2011.0,0.41
3228,Fantastic Voyage,1981.0,0.34
3229,Fantasy Aquarium World,2009.0,0.07
3230,Fantasy Aquarium by DS,2008.0,0.07
3231,Fantasy Life,2012.0,1.13
3232,Fantavision,2000.0,0.47
3233,Far Cry,2004.0,0.05
3234,Far Cry 2,2008.0,3.49
3235,Far Cry 3,2012.0,7.470000000000001
3236,Far Cry 4,2014.0,8.68
3237,Far Cry Instincts,2005.0,0.57
3238,Far Cry Instincts Evolution,2006.0,0.08
3239,Far Cry Instincts Predator,2006.0,0.25
3240,Far Cry Vengeance,2006.0,0.08
3241,Far Cry: Primal,2016.0,3.12
3242,Far East of Eden II: Manji Maru,2003.0,0.17
3243,Far East of Eden II: Manji Maru,2006.0,0.01
3244,Far East of Eden Shinden,1995.0,0.03
3245,Far East of Eden Zero,1995.0,0.3
3246,Farm Frenzy,2008.0,0.02
3247,Farm Frenzy 3,2009.0,0.04
3248,Farm Frenzy 3,2011.0,0.03
3249,Farm Frenzy: Animal Country,2009.0,0.15
3250,Farming 2017 - The Simulation,2016.0,0.01
3251,Farming Simulator 15 Expansion Pack,2015.0,0.01
3252,Farming Simulator 2011,2010.0,0.13
3253,Farming Simulator 2012,2012.0,0.14
3254,Farming Simulator 2013,2012.0,0.99
3255,Farming Simulator 2013,2013.0,0.55
3256,Farming Simulator 2014,2014.0,0.02
3257,Farming Simulator 2015,2014.0,1.23
3258,Farming Simulator 2015,2015.0,1.41
3259,Farmtopia,2010.0,0.19
3260,Fashion Studio: Paris Collection,2009.0,0.13
3261,Fashion Week Jr. Designer,2009.0,0.04
3262,Fashionable Puppy: Oshare na Koinu DS,2007.0,0.01
3263,Fast & Furious: Showdown,2013.0,0.08
3264,Fast Food,1981.0,0.29
3265,Fast Food Panic,2009.0,0.06
3266,Fast Food Panic,2010.0,0.14
3267,Fat Princess: Fistful of Cake,2010.0,0.12
3268,Fatal Frame,2001.0,0.14
3269,Fatal Frame,2002.0,0.06
3270,Fatal Frame 2: Wii Edition,2012.0,0.1
3271,Fatal Frame II: Crimson Butterfly,2003.0,0.16
3272,Fatal Frame II: Crimson Butterfly Director's Cut,2004.0,0.05
3273,Fatal Frame III: The Tormented,2005.0,0.08
3274,Fatal Frame: Maiden of Black Water,2014.0,0.11
3275,Fatal Fury,1992.0,0.39
3276,Fatal Fury 2,1993.0,0.45
3277,Fatal Fury Special,1994.0,0.56
3278,Fatal Fury: Battle Archives Volume 1,2006.0,0.04
3279,Fatal Fury: Battle Archives Volume 1 (JP sales),2006.0,0.01
3280,Fatal Fury: Battle Archives Volume 2,2007.0,0.07
3281,Fatal Fury: Battle Archives Volume 2 (JP sales),2007.0,0.01
3282,Fatal Fury: Wild Ambition,1999.0,0.05
3283,Fatal Inertia,2007.0,0.13
3284,Fate/Extra,2010.0,0.31
3285,Fate/Extra CCC,2013.0,0.12
3286,Fate/Stay Night [Réalta Nua],2007.0,0.17
3287,Fate/Stay Night [Réalta Nua],2012.0,0.06
3288,Fate/Tiger Colosseum,2007.0,0.08
3289,Fate/Tiger Colosseum Upper,2008.0,0.06
3290,Fate/Unlimited Codes,2008.0,0.14
3291,Fate/Unlimited Codes Portable,2009.0,0.05
3292,Fate/hollow ataraxia,2014.0,0.1
3293,Fate/kaleid liner Prisma Illya,2014.0,0.01
3294,Fear Effect,1998.0,0.72
3295,Fear Effect 2: Retro Helix,2001.0,0.18
3296,Fear Factor: Unleashed,2004.0,0.14
3297,Feel the Magic XY/XX,2004.0,0.29
3298,Felony 11-79,1997.0,0.11
3299,Ferrari Challenge Trofeo Pirelli,2008.0,0.16
3300,Ferrari Challenge Trofeo Pirelli Deluxe,2009.0,0.02
3301,Ferrari F355 Challenge,2002.0,0.05
3302,Festa!! Hyper Girls Party,2006.0,0.01
3303,Field & Stream: Total Outdoorsman Challenge,2010.0,0.09
3304,Field Commander,2006.0,0.16
3305,Fifi and the Flowertots,2009.0,0.1
3306,Fight Club,2004.0,0.29
3307,Fight Night 2004,2004.0,2.16
3308,Fight Night Champion,2011.0,1.95
3309,Fight Night Round 2,2005.0,1.64
3310,Fight Night Round 2004,2004.0,0.67
3311,Fight Night Round 3,2006.0,5.550000000000001
3312,Fight Night Round 4,2009.0,2.94
3313,Fighter Destiny 2,1999.0,0.05
3314,Fighter Maker,1998.0,0.17
3315,Fighter Maker 2,2002.0,0.07
3316,Fighter Within,2013.0,0.19
3317,Fighters Destiny,1998.0,0.16
3318,Fighters MEGAMiX,1996.0,0.62
3319,Fighters Uncaged,2010.0,0.61
3320,Fighting Fantasy: The Warlock of Firetop Mountain,2009.0,0.09
3321,Fighting Force,1997.0,1.32
3322,Fighting Force 2,1999.0,0.55
3323,Fighting Force 64,1999.0,0.11
3324,Fighting Vipers,1995.0,0.4
3325,Fighting Vipers 2,2000.0,0.04
3326,Final Approach 2: 1st Priority,2008.0,0.02
3327,Final Doom,1995.0,0.27
3328,Final Fantasy,1987.0,0.84
3329,Final Fantasy,2000.0,0.51
3330,Final Fantasy Adventure,1991.0,0.38
3331,Final Fantasy Anniversary Edition,2007.0,0.59
3332,Final Fantasy Anthology,1999.0,0.8
3333,Final Fantasy Chronicles,2001.0,0.52
3334,Final Fantasy Collection,1999.0,0.45
3335,Final Fantasy Crystal Chronicles: Echoes of Time,2009.0,0.74
3336,Final Fantasy Crystal Chronicles: Ring of Fates,2007.0,0.67
3337,Final Fantasy Crystal Chronicles: The Crystal Bearers,2009.0,0.4
3338,Final Fantasy Explorers,2014.0,0.52
3339,Final Fantasy Fables: Chocobo Tales,2006.0,0.24
3340,Final Fantasy Fables: Chocobo's Dungeon,2007.0,0.21
3341,Final Fantasy I & II,1994.0,0.11
3342,Final Fantasy I & II: Dawn of Souls,2004.0,1.19
3343,Final Fantasy II,1988.0,0.76
3344,Final Fantasy II,1991.0,1.77
3345,Final Fantasy II,2001.0,0.25
3346,Final Fantasy II Anniversary Edition,2007.0,0.51
3347,Final Fantasy III,1990.0,1.4
3348,Final Fantasy III,1994.0,3.42
3349,Final Fantasy III,2006.0,2.12
3350,Final Fantasy III,2012.0,0.11
3351,Final Fantasy IV,1997.0,0.31
3352,Final Fantasy IV,2007.0,1.26
3353,Final Fantasy IV Advance,2005.0,0.61
3354,Final Fantasy IV: The Complete Collection,2011.0,0.56
3355,Final Fantasy IX,2000.0,5.3
3356,Final Fantasy Legend III,1991.0,0.76
3357,Final Fantasy Tactics,1997.0,2.45
3358,Final Fantasy Tactics A2: Grimoire of the Rift,2007.0,0.79
3359,Final Fantasy Tactics Advance,2003.0,2.13
3360,Final Fantasy Tactics: The War of the Lions,2007.0,1.16
3361,Final Fantasy Type-0,2011.0,0.81
3362,Final Fantasy Type-0,2015.0,1.22
3363,Final Fantasy V,1992.0,2.45
3364,Final Fantasy V,1998.0,0.17
3365,Final Fantasy V Advance,2006.0,0.26
3366,Final Fantasy VI,1999.0,0.08
3367,Final Fantasy VI Advance,2006.0,0.28
3368,Final Fantasy VII,1997.0,9.72
3369,Final Fantasy VII International,1997.0,0.63
3370,Final Fantasy VIII,1999.0,7.86
3371,Final Fantasy X,2001.0,8.05
3372,Final Fantasy X / X-2 HD Remaster,2013.0,2.3
3373,Final Fantasy X International,2004.0,0.27
3374,Final Fantasy X-2,2003.0,5.29
3375,Final Fantasy X-2: International + Last Mission,2004.0,0.29
3376,Final Fantasy X/X-2 HD Remaster,2015.0,0.71
3377,Final Fantasy XI,2006.0,0.19
3378,Final Fantasy XI: All-In-One Pack 2006,2006.0,0.02
3379,Final Fantasy XI: Chains of Promathia,2004.0,0.25
3380,Final Fantasy XI: Rise of the Zilart,2003.0,0.13
3381,Final Fantasy XI: Treasures of Aht Urhgan,2006.0,0.23
3382,Final Fantasy XI: Ultimate Collection,2009.0,0.27
3383,Final Fantasy XI: Vana'diel Collection 2008,2007.0,0.22999999999999998
3384,Final Fantasy XI: Wings of the Goddess,2007.0,1.11
3385,Final Fantasy XII,2006.0,5.95
3386,Final Fantasy XII International Zodiac Job System,2007.0,0.11
3387,Final Fantasy XII: Revenant Wings,2007.0,1.39
3388,Final Fantasy XIII,2009.0,5.36
3389,Final Fantasy XIII,2010.0,2.17
3390,Final Fantasy XIII-2,2011.0,3.42
3391,Final Fantasy XIV: A Realm Reborn,2010.0,1.5
3392,Final Fantasy XIV: A Realm Reborn,2013.0,1.12
3393,Final Fantasy XIV: A Realm Reborn,2014.0,0.72
3394,Final Fantasy XIV: Heavensward,2015.0,0.15999999999999998
3395,Final Fantasy: Crystal Chronicles,2003.0,1.49
3396,Final Fantasy: The 4 Heroes of Light,2009.0,0.59
3397,Final Fight,1990.0,1.56
3398,Final Fight 2,1993.0,1.02
3399,Final Fight One,2001.0,0.21
3400,Final Fight: Streetwise,2006.0,0.07
3401,Finding Nemo,2003.0,6.46
3402,Finding Nemo: Escape to the Big Blue,2006.0,0.17
3403,Finding Nemo: The Continuing Adventures,2004.0,0.3
3404,Finny the Fish & the Seven Waters,2004.0,0.05
3405,Fire Emblem,2003.0,0.97
3406,Fire Emblem Fates,2015.0,1.54
3407,Fire Emblem: Awakening,2012.0,2.0
3408,Fire Emblem: Fuuin no Tsurugi,2002.0,0.39
3409,Fire Emblem: Monsh? no Nazo,1994.0,0.7
3410,Fire Emblem: Path of Radiance,2005.0,0.54
3411,Fire Emblem: Radiant Dawn,2007.0,0.51
3412,Fire Emblem: Seisen no Keifu,1996.0,0.58
3413,Fire Emblem: Shadow Dragon,2008.0,0.65
3414,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,2010.0,0.27
3415,Fire Emblem: The Sacred Stones,2004.0,0.89
3416,Fire Emblem: Thracia 776,1999.0,0.26
3417,Fire Pro Wrestling Returns,2005.0,0.09
3418,Fire ProWrestling,2001.0,0.13
3419,Fire ProWrestling G,1999.0,0.19
3420,Fire ProWrestling S: 6Men Scramble,1996.0,0.12
3421,Fireball,1981.0,0.33
3422,Fireblade,2002.0,0.29000000000000004
3423,Firefighter F.D.18,2004.0,0.07
3424,Fireman Sam: Action Stations,2013.0,0.01
3425,First Queen: Ornic Senki,1994.0,0.03
3426,Fish Tycoon,2007.0,0.27
3427,Fishdom,2011.0,0.05
3428,Fishdom 2 Deluxe,2010.0,0.02
3429,Fisherman's Bait 2: Big Ol' Bass,1999.0,0.29
3430,Fisherman's Bass Club,2002.0,1.08
3431,Fisherman's Challenge,2003.0,0.04
3432,Fishing Master,2007.0,0.31
3433,Fishing Master (jp sales),2007.0,0.06
3434,Fishing Master World Tour,2009.0,0.09
3435,Fishing Resort,2011.0,0.42
3436,Fist of the North Star: Ken's Rage,2010.0,0.8200000000000001
3437,Fist of the North Star: Ken's Rage 2,2012.0,0.36
3438,Fist of the North Star: Ken's Rage 2,2013.0,0.02
3439,Fit & Fun,2011.0,0.01
3440,Fit in Six,2011.0,0.25
3441,Flash Focus: Vision Training in Minutes a Day,2007.0,3.84
3442,FlatOut,2004.0,0.55
3443,FlatOut 2,2006.0,0.2
3444,FlatOut: Head On,2008.0,0.29
3445,FlatOut: Ultimate Carnage,2007.0,0.11
3446,FlatOut: Ultimate Carnage,2008.0,0.01
3447,Flight Control Rocket,2005.0,0.43
3448,FlingSmash,2010.0,0.48
3449,Flipnic: Ultimate Pinball,2003.0,0.06
3450,Flipper Critters,2007.0,0.03
3451,Flow: Urban Dance Uprising,2005.0,0.04
3452,"Flower, Sun, and Rain",2008.0,0.07
3453,Flushed Away,2006.0,0.26
3454,Flying Dragon,1997.0,0.1
3455,Folklore,2007.0,0.33
3456,Food Network: Cook or Be Cooked,2009.0,0.44
3457,Football Academy,2009.0,0.02
3458,Football Director DS,2008.0,0.1
